fragmanetAndSide,fragment,fragmentTotal,fragmentVote,devideVoteByTotal,fragmentAndSideTotal,fragmentAndSideVote,devideSideVoteBySideTotal,fragmentAndSideTrendVote,devideSideTrendVoteBySideTotal,fragmentAndSideTrendVoteStrict,devideSideTrendVoteStrictBySideTotal,fragmentAndSideTrendVoteSync,devideSideTrendVoteSyncBySideTotal,firstFileName,firstCroppedWidth,firstOffsetX,firstOffsetY,firstHorizontalFlip,secondFileName,secondCroppedWidth,secondOffsetX,secondOffsetY,secondHorizontalFlip,fragmentAndSideTrend,fragmentAndSideCubes,fragmentAndSideDrawRect,fragmentAndSideMatchPoint,origCoordinates,class
P597Fg006_0_P598Fg010_0,P597Fg006_P598Fg010,360,49,0.1361111111111111,52,9,0.17307692307692307,8,0.15384615384615385,1,0.019230769230769232,0,0.0,P597Fg006,0,0,0,0,P598Fg010,0,0,0,0,"[[True, 2, 2], [True, 2, 2], [True, 2, 2], [True, 2, 1], [True, 2, 1], [True, 2, 1], [True, 2, 1], [True, 2, 1], [True, 2, 1]]","[[50, 700, 50, 500], [50, 700, 50, 400], [50, 700, 50, 300], [50, 600, 50, 400], [50, 600, 50, 300], [50, 600, 50, 600], [50, 650, 50, 400], [50, 650, 50, 300], [50, 650, 50, 500]]","[[300, 125, 400, 275], [300, 225, 400, 375], [300, 325, 400, 475], [300, 125, 400, 275], [300, 225, 400, 375], [300, -75, 400, 75], [300, 175, 400, 325], [300, 275, 400, 425], [300, 75, 400, 225]]","[[350, 200], [350, 300], [350, 400], [350, 200], [350, 300], [350, 0], [350, 250], [350, 350], [350, 150]]",[],0
P597Fg006_1_P597Fg021_1,P597Fg006_P597Fg021,60,21,0.35,40,15,0.375,15,0.375,2,0.05,0,0.0,P597Fg006,0,0,0,0,P597Fg021,0,0,0,0,"[[True, 0, 0], [True, 0, 0], [True, 0, 0], [True, 1, 0], [True, 1, 0], [True, 1, 0], [True, 1, 0], [True, 1, 0], [True, 1, 0], [True, 1, 0], [True, 1, 0], [True, 1, 0], [True, 2, 0], [True, 3, 0], [True, 3, 0]]","[[572, 750, 734, 100], [572, 250, 734, 50], [572, 250, 734, 150], [572, 250, 734, 100], [572, 800, 734, 100], [572, 400, 734, 100], [572, 400, 734, 50], [572, 400, 734, 150], [572, 200, 734, 150], [572, 200, 734, 50], [572, 200, 734, 100], [572, 650, 734, 100], [572, 300, 734, 100], [572, 300, 734, 50], [572, 300, 734, 150]]","[[822, 575, 922, 725], [822, 125, 922, 275], [822, 25, 922, 175], [822, 75, 922, 225], [822, 625, 922, 775], [822, 225, 922, 375], [822, 275, 922, 425], [822, 175, 922, 325], [822, -25, 922, 125], [822, 75, 922, 225], [822, 25, 922, 175], [822, 475, 922, 625], [822, 125, 922, 275], [822, 175, 922, 325], [822, 75, 922, 225]]","[[872, 650], [872, 200], [872, 100], [872, 150], [872, 700], [872, 300], [872, 350], [872, 250], [872, 50], [872, 150], [872, 100], [872, 550], [872, 200], [872, 250], [872, 150]]",[],0
P597Fg006_1_P597Fg051_0,P597Fg006_P597Fg051,180,26,0.14444444444444443,60,12,0.2,12,0.2,1,0.016666666666666666,0,0.0,P597Fg006,0,0,0,0,P597Fg051,0,0,0,0,"[[False, 0, 1], [False, 1, 0], [False, 1, 0], [False, 1, 0], [False, 1, 0], [False, 1, 0], [False, 1, 0], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 2, 1], [False, 3, 0]]","[[572, 250, 50, 50], [572, 250, 50, 250], [572, 800, 50, 50], [572, 400, 50, 250], [572, 400, 50, 100], [572, 400, 50, 50], [572, 200, 50, 250], [572, 650, 50, 250], [572, 300, 50, 100], [572, 300, 50, 50], [572, 300, 50, 200], [572, 300, 50, 250]]","[[822, 125, 922, 275], [822, -75, 922, 75], [822, 675, 922, 825], [822, 75, 922, 225], [822, 225, 922, 375], [822, 275, 922, 425], [822, -125, 922, 25], [822, 325, 922, 475], [822, 125, 922, 275], [822, 175, 922, 325], [822, 25, 922, 175], [822, -25, 922, 125]]","[[872, 200], [872, 0], [872, 750], [872, 150], [872, 300], [872, 350], [872, -50], [872, 400], [872, 200], [872, 250], [872, 100], [872, 50]]",[],0
P597Fg006_1_P598Fg016_0,P597Fg006_P598Fg016,90,6,0.06666666666666667,30,1,0.03333333333333333,1,0.03333333333333333,0,0.0,0,0.0,P597Fg006,0,0,0,0,P598Fg016,0,0,0,0,"[[False, 1, 0]]","[[572, 300, 50, 50]]","[[822, 175, 922, 325]]","[[872, 250]]",[],0
P597Fg006_1_P597Fg033_1,P597Fg006_P597Fg033,120,19,0.15833333333333333,40,7,0.175,7,0.175,1,0.025,0,0.0,P597Fg006,0,0,0,0,P597Fg033,0,0,0,0,"[[True, 0, 0], [True, 1, 0], [True, 1, 0], [True, 1, 0], [True, 1, 0], [True, 1, 0], [True, 1, 0]]","[[572, 250, 357, 150], [572, 400, 357, 100], [572, 400, 357, 150], [572, 200, 357, 150], [572, 300, 357, 0], [572, 300, 357, 150], [572, 300, 357, 100]]","[[822, 25, 922, 175], [822, 225, 922, 375], [822, 175, 922, 325], [822, -25, 922, 125], [822, 225, 922, 375], [822, 75, 922, 225], [822, 125, 922, 275]]","[[872, 100], [872, 300], [872, 250], [872, 50], [872, 300], [872, 150], [872, 200]]",[],0
P597Fg006_0_P597Fg013_0,P597Fg006_P597Fg013,480,106,0.22083333333333333,64,10,0.15625,9,0.140625,1,0.015625,0,0.0,P597Fg006,0,0,0,0,P597Fg013,0,0,0,0,"[[True, 2, 2], [True, 2, 2], [True, 2, 2], [True, 2, 2], [True, 2, 2], [True, 2, 2], [True, 2, 1], [True, 2, 1], [True, 2, 1], [True, 2, 1]]","[[50, 700, 50, 300], [50, 700, 50, 700], [50, 700, 50, 600], [50, 700, 50, 350], [50, 600, 50, 350], [50, 600, 50, 600], [50, 600, 50, 700], [50, 600, 50, 300], [50, 650, 50, 700], [50, 650, 50, 600]]","[[300, 325, 400, 475], [300, -75, 400, 75], [300, 25, 400, 175], [300, 275, 400, 425], [300, 175, 400, 325], [300, -75, 400, 75], [300, -175, 400, -25], [300, 225, 400, 375], [300, -125, 400, 25], [300, -25, 400, 125]]","[[350, 400], [350, 0], [350, 100], [350, 350], [350, 250], [350, 0], [350, -100], [350, 300], [350, -50], [350, 50]]",[],0
P597Fg006_0_P598Fg010_1,P597Fg006_P598Fg010,360,49,0.1361111111111111,33,4,0.12121212121212122,4,0.12121212121212122,1,0.030303030303030304,0,0.0,P597Fg006,0,0,0,0,P598Fg010,0,0,0,0,"[[False, 1, 1], [False, 2, 0], [False, 2, 1], [False, 2, 1]]","[[50, 400, 1690, 300], [50, 700, 1690, 300], [50, 600, 1690, 300], [50, 600, 1690, 100]]","[[300, 25, 400, 175], [300, 325, 400, 475], [300, 225, 400, 375], [300, 425, 400, 575]]","[[350, 100], [350, 400], [350, 300], [350, 500]]",[],0
P597Fg006_1_P597Fg055_0,P597Fg006_P597Fg055,105,40,0.38095238095238093,30,17,0.5666666666666667,17,0.5666666666666667,1,0.03333333333333333,0,0.0,P597Fg006,0,0,0,0,P597Fg055,0,0,0,0,"[[False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 1, 0], [False, 1, 0], [False, 1, 0], [False, 1, 0], [False, 1, 0], [False, 1, 0], [False, 1, 0], [False, 1, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 3, 0], [False, 3, 0], [False, 3, 0]]","[[572, 750, 50, 150], [572, 750, 50, 50], [572, 250, 50, 150], [572, 250, 50, 50], [572, 250, 50, 100], [572, 700, 50, 50], [572, 800, 50, 50], [572, 400, 50, 150], [572, 400, 50, 50], [572, 200, 50, 50], [572, 200, 50, 100], [572, 200, 50, 150], [572, 500, 50, 150], [572, 650, 50, 50], [572, 300, 50, 100], [572, 300, 50, 50], [572, 300, 50, 150]]","[[822, 525, 922, 675], [822, 625, 922, 775], [822, 25, 922, 175], [822, 125, 922, 275], [822, 75, 922, 225], [822, 575, 922, 725], [822, 675, 922, 825], [822, 175, 922, 325], [822, 275, 922, 425], [822, 75, 922, 225], [822, 25, 922, 175], [822, -25, 922, 125], [822, 275, 922, 425], [822, 525, 922, 675], [822, 125, 922, 275], [822, 175, 922, 325], [822, 75, 922, 225]]","[[872, 600], [872, 700], [872, 100], [872, 200], [872, 150], [872, 650], [872, 750], [872, 250], [872, 350], [872, 150], [872, 100], [872, 50], [872, 350], [872, 600], [872, 200], [872, 250], [872, 150]]",[],0
P597Fg006_0_P597Fg014_1,P597Fg006_P597Fg014,75,24,0.32,20,8,0.4,7,0.35,0,0.0,0,0.0,P597Fg006,0,0,0,0,P597Fg014,0,0,0,0,"[[False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0]]","[[50, 700, 753, 100], [50, 700, 753, 150], [50, 700, 753, 200], [50, 700, 753, 50], [50, 600, 753, 50], [50, 650, 753, 150], [50, 650, 753, 200], [50, 650, 753, 100]]","[[300, 525, 400, 675], [300, 475, 400, 625], [300, 425, 400, 575], [300, 575, 400, 725], [300, 475, 400, 625], [300, 425, 400, 575], [300, 375, 400, 525], [300, 475, 400, 625]]","[[350, 600], [350, 550], [350, 500], [350, 650], [350, 550], [350, 500], [350, 450], [350, 550]]",[],0
P597Fg006_1_P598Fg012_0,P597Fg006_P598Fg012,368,93,0.25271739130434784,140,55,0.39285714285714285,55,0.39285714285714285,1,0.007142857142857143,0,0.0,P597Fg006,0,0,0,0,P598Fg012,0,0,0,0,"[[False, 0, 0], [False, 0, 0], [False, 0, 1], [False, 0, 1], [False, 0, 2], [False, 0, 2], [False, 0, 2], [False, 0, 2], [False, 0, 2], [False, 0, 2], [False, 1, 0], [False, 1, 0], [False, 1, 0], [False, 1, 0], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 2], [False, 1, 2], [False, 1, 2], [False, 1, 2], [False, 1, 2], [False, 1, 2], [False, 1, 2], [False, 1, 2], [False, 1, 2], [False, 1, 2], [False, 1, 2], [False, 2, 1], [False, 2, 1], [False, 2, 1], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 3, 1], [False, 3, 2], [False, 3, 2], [False, 3, 2], [False, 3, 2], [False, 3, 2], [False, 3, 2]]","[[572, 750, 50, 450], [572, 750, 50, 600], [572, 750, 50, 650], [572, 750, 50, 550], [572, 250, 50, 550], [572, 250, 50, 600], [572, 250, 50, 500], [572, 250, 50, 650], [572, 250, 50, 400], [572, 250, 50, 450], [572, 250, 50, 200], [572, 250, 50, 350], [572, 250, 50, 300], [572, 700, 50, 650], [572, 700, 50, 600], [572, 700, 50, 450], [572, 700, 50, 550], [572, 100, 50, 550], [572, 100, 50, 650], [572, 100, 50, 600], [572, 800, 50, 600], [572, 800, 50, 550], [572, 800, 50, 650], [572, 400, 50, 650], [572, 400, 50, 600], [572, 400, 50, 550], [572, 400, 50, 400], [572, 400, 50, 450], [572, 400, 50, 200], [572, 400, 50, 300], [572, 200, 50, 600], [572, 200, 50, 450], [572, 200, 50, 550], [572, 200, 50, 300], [572, 200, 50, 650], [572, 200, 50, 100], [572, 200, 50, 200], [572, 500, 50, 450], [572, 500, 50, 600], [572, 500, 50, 650], [572, 500, 50, 550], [572, 650, 50, 650], [572, 650, 50, 450], [572, 650, 50, 600], [572, 650, 50, 550], [572, 300, 50, 400], [572, 300, 50, 650], [572, 300, 50, 300], [572, 300, 50, 200], [572, 300, 50, 500], [572, 300, 50, 100], [572, 300, 50, 450], [572, 300, 50, 600], [572, 300, 50, 550], [572, 300, 50, 350]]","[[822, 225, 922, 375], [822, 75, 922, 225], [822, 25, 922, 175], [822, 125, 922, 275], [822, -375, 922, -225], [822, -425, 922, -275], [822, -325, 922, -175], [822, -475, 922, -325], [822, -225, 922, -75], [822, -275, 922, -125], [822, -25, 922, 125], [822, -175, 922, -25], [822, -125, 922, 25], [822, -25, 922, 125], [822, 25, 922, 175], [822, 175, 922, 325], [822, 75, 922, 225], [822, -525, 922, -375], [822, -625, 922, -475], [822, -575, 922, -425], [822, 125, 922, 275], [822, 175, 922, 325], [822, 75, 922, 225], [822, -325, 922, -175], [822, -275, 922, -125], [822, -225, 922, -75], [822, -75, 922, 75], [822, -125, 922, 25], [822, 125, 922, 275], [822, 25, 922, 175], [822, -475, 922, -325], [822, -325, 922, -175], [822, -425, 922, -275], [822, -175, 922, -25], [822, -525, 922, -375], [822, 25, 922, 175], [822, -75, 922, 75], [822, -25, 922, 125], [822, -175, 922, -25], [822, -225, 922, -75], [822, -125, 922, 25], [822, -75, 922, 75], [822, 125, 922, 275], [822, -25, 922, 125], [822, 25, 922, 175], [822, -175, 922, -25], [822, -425, 922, -275], [822, -75, 922, 75], [822, 25, 922, 175], [822, -275, 922, -125], [822, 125, 922, 275], [822, -225, 922, -75], [822, -375, 922, -225], [822, -325, 922, -175], [822, -125, 922, 25]]","[[872, 300], [872, 150], [872, 100], [872, 200], [872, -300], [872, -350], [872, -250], [872, -400], [872, -150], [872, -200], [872, 50], [872, -100], [872, -50], [872, 50], [872, 100], [872, 250], [872, 150], [872, -450], [872, -550], [872, -500], [872, 200], [872, 250], [872, 150], [872, -250], [872, -200], [872, -150], [872, 0], [872, -50], [872, 200], [872, 100], [872, -400], [872, -250], [872, -350], [872, -100], [872, -450], [872, 100], [872, 0], [872, 50], [872, -100], [872, -150], [872, -50], [872, 0], [872, 200], [872, 50], [872, 100], [872, -100], [872, -350], [872, 0], [872, 100], [872, -200], [872, 200], [872, -150], [872, -300], [872, -250], [872, -50]]",[],0
P597Fg006_0_P598Fg026_0,P597Fg006_P598Fg026,36,2,0.05555555555555555,4,1,0.25,0,0.0,0,0.0,0,0.0,P597Fg006,0,0,0,0,P598Fg026,0,0,0,0,"[[True, 2, 0]]","[[50, 700, 50, 50]]","[[300, 575, 400, 725]]","[[350, 650]]",[],0
P597Fg006_1_P598Fg033_1,P597Fg006_P598Fg033,240,19,0.07916666666666666,80,7,0.0875,7,0.0875,3,0.0375,1,0.0125,P597Fg006,0,0,0,0,P598Fg033,0,0,0,0,"[[True, 0, 0], [True, 1, 1], [True, 1, 0], [True, 1, 0], [True, 1, 0], [True, 1, 0], [True, 1, 0]]","[[572, 250, 441, 50], [572, 400, 441, 50], [572, 200, 441, 50], [572, 300, 441, 50], [572, 300, 441, 250], [572, 300, 441, 200], [572, 300, 441, 100]]","[[822, 125, 922, 275], [822, 275, 922, 425], [822, 75, 922, 225], [822, 175, 922, 325], [822, -25, 922, 125], [822, 25, 922, 175], [822, 125, 922, 275]]","[[872, 200], [872, 350], [872, 150], [872, 250], [872, 50], [872, 100], [872, 200]]",[],0
P597Fg006_0_P598Fg024_1,P597Fg006_P598Fg024,225,20,0.08888888888888889,24,2,0.08333333333333333,1,0.041666666666666664,0,0.0,0,0.0,P597Fg006,0,0,0,0,P598Fg024,0,0,0,0,"[[False, 2, 0], [False, 2, 0]]","[[50, 700, 349, 200], [50, 600, 349, 200]]","[[300, 425, 400, 575], [300, 325, 400, 475]]","[[350, 500], [350, 400]]",[],0
P597Fg006_1_P597Fg049_0,P597Fg006_P597Fg049,120,8,0.06666666666666667,40,7,0.175,6,0.15,1,0.025,0,0.0,P597Fg006,0,0,0,0,P597Fg049,0,0,0,0,"[[False, 0, 0], [False, 1, 0], [False, 1, 0], [False, 1, 0], [False, 1, 0], [False, 1, 0], [False, 3, 0]]","[[572, 250, 50, 100], [572, 800, 50, 100], [572, 400, 50, 100], [572, 400, 50, 150], [572, 200, 50, 100], [572, 300, 50, 100], [572, 300, 50, 150]]","[[822, 75, 922, 225], [822, 625, 922, 775], [822, 225, 922, 375], [822, 175, 922, 325], [822, 25, 922, 175], [822, 125, 922, 275], [822, 75, 922, 225]]","[[872, 150], [872, 700], [872, 300], [872, 250], [872, 100], [872, 200], [872, 150]]",[],0
P597Fg006_1_P597Fg024_0,P597Fg006_P597Fg024,240,66,0.275,50,27,0.54,27,0.54,1,0.02,0,0.0,P597Fg006,0,0,0,0,P597Fg024,0,0,0,0,"[[False, 0, 1], [False, 0, 1], [False, 0, 1], [False, 0, 1], [False, 0, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 2, 1], [False, 2, 1], [False, 2, 1], [False, 2, 1], [False, 2, 1], [False, 2, 1], [False, 3, 1], [False, 3, 1], [False, 3, 1], [False, 3, 1]]","[[572, 750, 50, 450], [572, 750, 50, 400], [572, 250, 50, 350], [572, 250, 50, 400], [572, 250, 50, 450], [572, 250, 50, 250], [572, 700, 50, 450], [572, 700, 50, 400], [572, 100, 50, 400], [572, 800, 50, 450], [572, 800, 50, 400], [572, 400, 50, 350], [572, 400, 50, 450], [572, 400, 50, 250], [572, 400, 50, 400], [572, 200, 50, 350], [572, 200, 50, 400], [572, 200, 50, 450], [572, 200, 50, 250], [572, 500, 50, 450], [572, 500, 50, 400], [572, 650, 50, 450], [572, 650, 50, 400], [572, 300, 50, 400], [572, 300, 50, 350], [572, 300, 50, 250], [572, 300, 50, 450]]","[[822, 225, 922, 375], [822, 275, 922, 425], [822, -175, 922, -25], [822, -225, 922, -75], [822, -275, 922, -125], [822, -75, 922, 75], [822, 175, 922, 325], [822, 225, 922, 375], [822, -375, 922, -225], [822, 275, 922, 425], [822, 325, 922, 475], [822, -25, 922, 125], [822, -125, 922, 25], [822, 75, 922, 225], [822, -75, 922, 75], [822, -225, 922, -75], [822, -275, 922, -125], [822, -325, 922, -175], [822, -125, 922, 25], [822, -25, 922, 125], [822, 25, 922, 175], [822, 125, 922, 275], [822, 175, 922, 325], [822, -175, 922, -25], [822, -125, 922, 25], [822, -25, 922, 125], [822, -225, 922, -75]]","[[872, 300], [872, 350], [872, -100], [872, -150], [872, -200], [872, 0], [872, 250], [872, 300], [872, -300], [872, 350], [872, 400], [872, 50], [872, -50], [872, 150], [872, 0], [872, -150], [872, -200], [872, -250], [872, -50], [872, 50], [872, 100], [872, 200], [872, 250], [872, -100], [872, -50], [872, 50], [872, -150]]",[],0
P597Fg006_0_P597Fg035_1,P597Fg006_P597Fg035,195,45,0.23076923076923078,65,9,0.13846153846153847,9,0.13846153846153847,1,0.015384615384615385,0,0.0,P597Fg006,0,0,0,0,P597Fg035,0,0,0,0,"[[False, 1, 0], [False, 1, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 1], [False, 2, 1]]","[[50, 400, 428, 50], [50, 700, 428, 100], [50, 700, 428, 450], [50, 700, 428, 300], [50, 700, 428, 50], [50, 600, 428, 50], [50, 650, 428, 50], [50, 650, 428, 100], [50, 350, 428, 50]]","[[300, 275, 400, 425], [300, 525, 400, 675], [300, 175, 400, 325], [300, 325, 400, 475], [300, 575, 400, 725], [300, 475, 400, 625], [300, 525, 400, 675], [300, 475, 400, 625], [300, 225, 400, 375]]","[[350, 350], [350, 600], [350, 250], [350, 400], [350, 650], [350, 550], [350, 600], [350, 550], [350, 300]]",[],0
P597Fg006_1_P598Fg032_1,P597Fg006_P598Fg032,150,10,0.06666666666666667,60,6,0.1,5,0.08333333333333333,1,0.016666666666666666,0,0.0,P597Fg006,0,0,0,0,P598Fg032,0,0,0,0,"[[True, 0, 0], [True, 1, 0], [True, 1, 0], [True, 1, 0], [True, 3, 0], [True, 3, 0]]","[[572, 750, 815, 50], [572, 250, 815, 50], [572, 800, 815, 50], [572, 400, 815, 50], [572, 200, 815, 50], [572, 300, 815, 50]]","[[822, 625, 922, 775], [822, 125, 922, 275], [822, 675, 922, 825], [822, 275, 922, 425], [822, 75, 922, 225], [822, 175, 922, 325]]","[[872, 700], [872, 200], [872, 750], [872, 350], [872, 150], [872, 250]]",[],0
P597Fg006_1_P597Fg008_0,P597Fg006_P597Fg008,105,6,0.05714285714285714,40,5,0.125,5,0.125,1,0.025,0,0.0,P597Fg006,0,0,0,0,P597Fg008,0,0,0,0,"[[False, 0, 0], [False, 1, 0], [False, 1, 0], [False, 1, 0], [False, 1, 0]]","[[572, 250, 50, 0], [572, 400, 50, 0], [572, 200, 50, 0], [572, 300, 50, 150], [572, 300, 50, 0]]","[[822, 175, 922, 325], [822, 325, 922, 475], [822, 125, 922, 275], [822, 75, 922, 225], [822, 225, 922, 375]]","[[872, 250], [872, 400], [872, 200], [872, 150], [872, 300]]",[],0
P597Fg006_1_P598Fg031_1,P597Fg006_P598Fg031,150,7,0.04666666666666667,50,5,0.1,5,0.1,1,0.02,0,0.0,P597Fg006,0,0,0,0,P598Fg031,0,0,0,0,"[[True, 1, 1], [True, 1, 0], [True, 1, 0], [True, 1, 0], [True, 1, 0]]","[[572, 250, 847, 200], [572, 250, 847, 100], [572, 300, 847, 200], [572, 300, 847, 100], [572, 300, 847, 300]]","[[822, -25, 922, 125], [822, 75, 922, 225], [822, 25, 922, 175], [822, 125, 922, 275], [822, -75, 922, 75]]","[[872, 50], [872, 150], [872, 100], [872, 200], [872, 0]]",[],0
P597Fg006_1_P597Fg069_0,P597Fg006_P597Fg069,128,57,0.4453125,40,27,0.675,27,0.675,1,0.025,0,0.0,P597Fg006,0,0,0,0,P597Fg069,0,0,0,0,"[[False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 1, 0], [False, 1, 0], [False, 1, 0], [False, 1, 0], [False, 1, 0], [False, 1, 0], [False, 1, 0], [False, 1, 0], [False, 1, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 3, 0], [False, 3, 0], [False, 3, 0], [False, 3, 0], [False, 3, 0], [False, 3, 0]]","[[572, 750, 50, 150], [572, 750, 50, 100], [572, 750, 50, 50], [572, 250, 50, 50], [572, 250, 50, 150], [572, 250, 50, 100], [572, 700, 50, 50], [572, 700, 50, 100], [572, 100, 50, 100], [572, 800, 50, 50], [572, 800, 50, 100], [572, 800, 50, 150], [572, 400, 50, 50], [572, 400, 50, 150], [572, 400, 50, 100], [572, 200, 50, 100], [572, 200, 50, 150], [572, 200, 50, 50], [572, 500, 50, 150], [572, 500, 50, 50], [572, 500, 50, 100], [572, 650, 50, 50], [572, 650, 50, 100], [572, 650, 50, 150], [572, 300, 50, 150], [572, 300, 50, 50], [572, 300, 50, 100]]","[[822, 525, 922, 675], [822, 575, 922, 725], [822, 625, 922, 775], [822, 125, 922, 275], [822, 25, 922, 175], [822, 75, 922, 225], [822, 575, 922, 725], [822, 525, 922, 675], [822, -75, 922, 75], [822, 675, 922, 825], [822, 625, 922, 775], [822, 575, 922, 725], [822, 275, 922, 425], [822, 175, 922, 325], [822, 225, 922, 375], [822, 25, 922, 175], [822, -25, 922, 125], [822, 75, 922, 225], [822, 275, 922, 425], [822, 375, 922, 525], [822, 325, 922, 475], [822, 525, 922, 675], [822, 475, 922, 625], [822, 425, 922, 575], [822, 75, 922, 225], [822, 175, 922, 325], [822, 125, 922, 275]]","[[872, 600], [872, 650], [872, 700], [872, 200], [872, 100], [872, 150], [872, 650], [872, 600], [872, 0], [872, 750], [872, 700], [872, 650], [872, 350], [872, 250], [872, 300], [872, 100], [872, 50], [872, 150], [872, 350], [872, 450], [872, 400], [872, 600], [872, 550], [872, 500], [872, 150], [872, 250], [872, 200]]",[],0
P597Fg006_1_P597Fg041_1,P597Fg006_P597Fg041,45,3,0.06666666666666667,30,3,0.1,3,0.1,0,0.0,0,0.0,P597Fg006,0,0,0,0,P597Fg041,0,0,0,0,"[[True, 1, 0], [True, 1, 0], [True, 1, 0]]","[[572, 250, 892, 100], [572, 400, 892, 100], [572, 300, 892, 100]]","[[822, 75, 922, 225], [822, 225, 922, 375], [822, 125, 922, 275]]","[[872, 150], [872, 300], [872, 200]]",[],0
