fragmanetAndSide,fragment,fragmentVote,fragmentAndSideVote,fragmentAndSideTrendVote,fragmentAndSideTrendVoteStrict,fragmentAndSideTrendVoteSync,fragmentAndSideTrend,fragmentAndSideCubes,origCoordinates
P596Fg005_1_P598Fg016_0,P596Fg005_P598Fg016,1,1,1,0,0,"[[False, 0, 0]]","[[500, 0, 0, 0]]","[[4317, 2558, 3644, 1758]]"
P589Fg001_1_P596Fg030_1,P589Fg001_P596Fg030,2,1,0,0,0,"[[True, 2, 0]]","[[1000, 500, 750, 0]]","[[3565, 2952, 3860, 2301]]"
P596Fg031_1_P597Fg044_1,P596Fg031_P597Fg044,1,1,1,0,0,"[[True, 0, 0]]","[[500, 0, 500, 0]]","[[3933, 2355, 3606, 2554]]"
P596Fg042_1_P598Fg012_0,P596Fg042_P598Fg012,2,2,2,1,0,"[[False, 0, 1], [False, 0, 2]]","[[500, 0, 0, 250], [500, 0, 0, 500]]","[[3905, 2441, 3447, 1784], [3905, 2441, 3197, 1784]]"
P596Fg054_1_P597Fg020_0,P596Fg054_P597Fg020,1,1,1,0,0,"[[False, 0, 1]]","[[500, 0, 0, 250]]","[[4127, 2748, 3367, 1901]]"
P589Fg003_1_P596Fg084_0,P589Fg003_P596Fg084,1,1,0,0,0,"[[False, 4, 0]]","[[2750, 1000, 0, 0]]","[[3205, 4011, 4011, 2261]]"
P596Fg061_1_P598Fg004_0,P596Fg061_P598Fg004,2,2,2,1,0,"[[False, 0, 1], [False, 0, 2]]","[[750, 0, 0, 250], [750, 0, 0, 500]]","[[3971, 2878, 3452, 1599], [3971, 2878, 3202, 1599]]"
P596Fg010_1_P598Fg034_0,P596Fg010_P598Fg034,2,1,1,0,0,"[[False, 0, 0]]","[[500, 0, 0, 0]]","[[3799, 2725, 3563, 1901]]"
P596Fg049_1_P597Fg043_1,P596Fg049_P597Fg043,1,1,1,0,0,"[[True, 0, 1]]","[[500, 0, 750, 250]]","[[3827, 2530, 3470, 2958]]"
P589Fg002_1_P597Fg045_1,P589Fg002_P597Fg045,2,2,2,1,0,"[[True, 0, 0], [True, 1, 0]]","[[2500, 0, 250, 0], [2500, 250, 250, 0]]","[[4227, 3838, 3678, 2575], [3977, 3838, 3678, 2575]]"
P589Fg004_1_P598Fg012_0,P589Fg004_P598Fg012,2,2,1,1,0,"[[False, 3, 1], [False, 3, 2]]","[[2750, 750, 0, 250], [2750, 750, 0, 500]]","[[3429, 3968, 3447, 1784], [3429, 3968, 3197, 1784]]"
P589Fg009_1_P597Fg071_0,P589Fg009_P597Fg071,2,1,1,0,0,"[[False, 1, 1]]","[[750, 250, 0, 250]]","[[3583, 2999, 3565, 2157]]"
P589Fg008_1_P598Fg002_0,P589Fg008_P598Fg002,1,1,0,0,0,"[[False, 1, 9]]","[[1000, 250, 0, 2250]]","[[3638, 2966, 1103, 1434]]"
P596Fg071_1_P597Fg004_0,P596Fg071_P597Fg004,1,1,0,0,0,"[[False, 0, 2]]","[[500, 0, 0, 500]]","[[3995, 2871, 3573, 2081]]"
P596Fg037_1_P597Fg003_0,P596Fg037_P597Fg003,5,3,2,1,0,"[[False, 0, 0], [False, 0, 2], [False, 1, 2]]","[[500, 0, 0, 0], [500, 0, 0, 500], [500, 250, 0, 500]]","[[3797, 2211, 3998, 2204], [3797, 2211, 3498, 2204], [3547, 2211, 3498, 2204]]"
P596Fg023_1_P597Fg061_0,P596Fg023_P597Fg061,1,1,1,0,0,"[[False, 0, 0]]","[[500, 0, 0, 0]]","[[3793, 2223, 3963, 2070]]"
P596Fg005_1_P598Fg017_0,P596Fg005_P598Fg017,1,1,1,0,0,"[[False, 1, 1]]","[[500, 250, 0, 250]]","[[4067, 2558, 3488, 1835]]"
P589Fg010_1_P590Fg004_0,P589Fg010_P590Fg004,6,6,6,1,0,"[[False, 1, 0], [False, 1, 1], [False, 2, 0], [False, 2, 1], [False, 3, 0], [False, 3, 1]]","[[750, 250, 0, 0], [750, 250, 0, 250], [750, 500, 0, 0], [750, 500, 0, 250], [750, 750, 0, 0], [750, 750, 0, 250]]","[[3974, 2859, 3830, 1786], [3974, 2859, 3580, 1786], [3724, 2859, 3830, 1786], [3724, 2859, 3580, 1786], [3474, 2859, 3830, 1786], [3474, 2859, 3580, 1786]]"
P596Fg010_1_P597Fg016_1,P596Fg010_P597Fg016,1,1,1,0,0,"[[True, 0, 0]]","[[500, 0, 1000, 0]]","[[3799, 2725, 3654, 3040]]"
P596Fg027_1_P597Fg018_1,P596Fg027_P597Fg018,1,1,1,0,0,"[[True, 0, 1]]","[[500, 0, 750, 250]]","[[3633, 2246, 3388, 2861]]"
P596Fg054_1_P598Fg032_0,P596Fg054_P598Fg032,1,1,1,0,0,"[[False, 0, 1]]","[[500, 0, 0, 250]]","[[4127, 2748, 3497, 1641]]"
P596Fg067_1_P598Fg006_1,P596Fg067_P598Fg006,6,4,4,0,0,"[[True, 0, 5], [True, 0, 2], [True, 1, 5], [True, 1, 2]]","[[500, 0, 500, 500], [500, 0, 500, 1250], [500, 250, 500, 500], [500, 250, 500, 1250]]","[[3981, 2332, 3620, 2316], [3981, 2332, 2870, 2316], [3731, 2332, 3620, 2316], [3731, 2332, 2870, 2316]]"
P596Fg031_1_P598Fg015_0,P596Fg031_P598Fg015,1,1,0,0,0,"[[False, 0, 3]]","[[500, 0, 0, 750]]","[[3933, 2355, 3182, 1779]]"
P596Fg003_1_P598Fg008_0,P596Fg003_P598Fg008,1,1,0,0,0,"[[False, 0, 6]]","[[1000, 0, 0, 1500]]","[[4000, 2773, 2688, 1865]]"
P596Fg005_1_P597Fg020_1,P596Fg005_P597Fg020,4,1,1,0,0,"[[True, 0, 0]]","[[500, 0, 750, 0]]","[[4317, 2558, 3617, 2651]]"
P596Fg065_1_P598Fg035_1,P596Fg065_P598Fg035,2,2,2,1,0,"[[True, 0, 2], [True, 0, 1]]","[[750, 0, 1250, 250], [750, 0, 1250, 500]]","[[3824, 2936, 3752, 2917], [3824, 2936, 3502, 2917]]"
P596Fg068_1_P598Fg007_0,P596Fg068_P598Fg007,2,2,0,0,0,"[[False, 0, 2], [False, 0, 5]]","[[250, 0, 0, 500], [250, 0, 0, 1250]]","[[3982, 2466, 3808, 1928], [3982, 2466, 3058, 1928]]"
P596Fg008_1_P596Fg055_1,P596Fg008_P596Fg055,1,1,1,0,0,"[[True, 0, 1]]","[[500, 0, 250, 250]]","[[3841, 2787, 3901, 2667]]"
P596Fg006_1_P596Fg007_0,P596Fg006_P596Fg007,1,1,1,0,0,"[[False, 0, 0]]","[[750, 0, 0, 0]]","[[4025, 2972, 3922, 2196]]"
P596Fg006_1_P597Fg041_1,P596Fg006_P597Fg041,1,1,1,0,0,"[[True, 0, 0]]","[[750, 0, 1000, 0]]","[[4025, 2972, 3700, 2609]]"
P596Fg070_1_P598Fg026_0,P596Fg070_P598Fg026,1,1,1,0,0,"[[False, 0, 0]]","[[500, 0, 0, 0]]","[[3973, 2727, 3607, 1673]]"
P596Fg046_1_P597Fg060_0,P596Fg046_P597Fg060,3,2,1,0,0,"[[False, 1, 0], [False, 1, 2]]","[[750, 250, 0, 0], [750, 250, 0, 500]]","[[4038, 2654, 3770, 2373], [4038, 2654, 3270, 2373]]"
P589Fg003_1_P589Fg012_1,P589Fg003_P589Fg012,1,1,1,0,0,"[[True, 1, 4]]","[[2750, 250, 1250, 1000]]","[[3955, 4011, 3150, 3044]]"
P589Fg007_1_P590Fg006_0,P589Fg007_P590Fg006,4,4,4,1,0,"[[False, 0, 0], [False, 0, 1], [False, 1, 0], [False, 1, 1]]","[[1000, 0, 0, 0], [1000, 0, 0, 250], [1000, 250, 0, 0], [1000, 250, 0, 250]]","[[4066, 3031, 3995, 1911], [4066, 3031, 3745, 1911], [3816, 3031, 3995, 1911], [3816, 3031, 3745, 1911]]"
P589Fg007_1_P598Fg015_0,P589Fg007_P598Fg015,3,3,2,1,0,"[[False, 0, 3], [False, 1, 2], [False, 1, 3]]","[[1000, 0, 0, 750], [1000, 250, 0, 500], [1000, 250, 0, 750]]","[[4066, 3031, 3182, 1779], [3816, 3031, 3432, 1779], [3816, 3031, 3182, 1779]]"
P596Fg003_1_P597Fg006_0,P596Fg003_P597Fg006,1,1,0,0,0,"[[False, 0, 3]]","[[1000, 0, 0, 750]]","[[4000, 2773, 3319, 1899]]"
P596Fg021_1_P597Fg061_0,P596Fg021_P597Fg061,1,1,1,0,0,"[[False, 1, 0]]","[[500, 250, 0, 0]]","[[3632, 2391, 3963, 2070]]"
P596Fg011_1_P597Fg058_1,P596Fg011_P597Fg058,1,1,1,0,0,"[[True, 0, 0]]","[[750, 0, 500, 0]]","[[4041, 2725, 3425, 2564]]"
P596Fg047_1_P596Fg081_0,P596Fg047_P596Fg081,1,1,0,0,0,"[[False, 0, 2]]","[[500, 0, 0, 500]]","[[3871, 2473, 3762, 2717]]"
P589Fg006_1_P596Fg081_1,P589Fg006_P596Fg081,9,2,0,0,0,"[[True, 2, 1], [True, 4, 0]]","[[3750, 500, 250, 250], [3750, 1000, 250, 0]]","[[5057, 2263, 4012, 2467], [5057, 2763, 4012, 2217]]"
P596Fg043_0_P597Fg028_1,P596Fg043_P597Fg028,1,1,1,0,0,"[[False, 0, 0]]","[[0, 0, 250, 0]]","[[3854, 2002, 3554, 2011]]"
P596Fg029_1_P597Fg067_0,P596Fg029_P597Fg067,1,1,1,0,0,"[[False, 0, 1]]","[[250, 0, 0, 250]]","[[3901, 2090, 3435, 2354]]"
P596Fg016_1_P598Fg003_0,P596Fg016_P598Fg003,1,1,1,0,0,"[[False, 0, 1]]","[[750, 0, 0, 250]]","[[3507, 2916, 3633, 1296]]"
P589Fg005_1_P597Fg013_0,P589Fg005_P597Fg013,1,1,0,0,0,"[[False, 0, 2]]","[[750, 0, 0, 500]]","[[3934, 2857, 3688, 2275]]"
P589Fg011_1_P590Fg015_1,P589Fg011_P590Fg015,13,3,3,2,0,"[[True, 0, 0], [True, 1, 0], [True, 2, 0]]","[[750, 0, 250, 0], [750, 250, 250, 0], [750, 500, 250, 0]]","[[4250, 2932, 3805, 2108], [4000, 2932, 3805, 2108], [3750, 2932, 3805, 2108]]"
P596Fg071_1_P597Fg067_0,P596Fg071_P597Fg067,1,1,1,0,0,"[[False, 0, 1]]","[[500, 0, 0, 250]]","[[3995, 2871, 3435, 2354]]"
P589Fg012_0_P596Fg075_1,P589Fg012_P596Fg075,1,1,0,0,0,"[[False, 2, 1]]","[[0, 500, 250, 250]]","[[3650, 1794, 3916, 2694]]"
P596Fg019_1_P597Fg012_0,P596Fg019_P597Fg012,1,1,1,0,0,"[[False, 0, 1]]","[[750, 0, 0, 250]]","[[3650, 2657, 3562, 2092]]"
P596Fg020_1_P597Fg068_0,P596Fg020_P597Fg068,1,1,1,0,0,"[[False, 1, 0]]","[[750, 250, 0, 0]]","[[3745, 2689, 3576, 2162]]"
P589Fg009_1_P597Fg067_0,P589Fg009_P597Fg067,1,1,1,0,0,"[[False, 1, 1]]","[[750, 250, 0, 250]]","[[3583, 2999, 3435, 2354]]"
P589Fg006_1_P598Fg012_0,P589Fg006_P598Fg012,14,14,13,2,0,"[[False, 0, 2], [False, 1, 1], [False, 1, 2], [False, 2, 1], [False, 2, 2], [False, 3, 2], [False, 4, 1], [False, 4, 2], [False, 5, 1], [False, 5, 2], [False, 6, 1], [False, 6, 2], [False, 7, 1], [False, 7, 2]]","[[3750, 0, 0, 500], [3750, 250, 0, 250], [3750, 250, 0, 500], [3750, 500, 0, 250], [3750, 500, 0, 500], [3750, 750, 0, 500], [3750, 1000, 0, 250], [3750, 1000, 0, 500], [3750, 1250, 0, 250], [3750, 1250, 0, 500], [3750, 1500, 0, 250], [3750, 1500, 0, 500], [3750, 1750, 0, 250], [3750, 1750, 0, 500]]","[[5057, 1763, 3197, 1784], [5057, 2013, 3447, 1784], [5057, 2013, 3197, 1784], [5057, 2263, 3447, 1784], [5057, 2263, 3197, 1784], [5057, 2513, 3197, 1784], [5057, 2763, 3447, 1784], [5057, 2763, 3197, 1784], [5057, 3013, 3447, 1784], [5057, 3013, 3197, 1784], [5057, 3263, 3447, 1784], [5057, 3263, 3197, 1784], [5057, 3513, 3447, 1784], [5057, 3513, 3197, 1784]]"
P596Fg038_1_P597Fg046_1,P596Fg038_P597Fg046,1,1,1,0,0,"[[True, 0, 1]]","[[500, 0, 500, 250]]","[[3476, 2247, 3460, 2481]]"
P596Fg006_1_P597Fg040_0,P596Fg006_P597Fg040,1,1,1,0,0,"[[False, 0, 1]]","[[750, 0, 0, 250]]","[[4025, 2972, 3474, 2260]]"
P589Fg011_1_P590Fg030_1,P589Fg011_P590Fg030,11,3,3,2,0,"[[True, 0, 5], [True, 1, 5], [True, 2, 5]]","[[750, 0, 1250, 1250], [750, 250, 1250, 1250], [750, 500, 1250, 1250]]","[[4250, 2932, 2920, 2905], [4000, 2932, 2920, 2905], [3750, 2932, 2920, 2905]]"
P596Fg035_1_P597Fg006_0,P596Fg035_P597Fg006,3,3,2,1,0,"[[False, 0, 3], [False, 1, 2], [False, 1, 3]]","[[500, 0, 0, 750], [500, 250, 0, 500], [500, 250, 0, 750]]","[[3923, 2358, 3319, 1899], [3673, 2358, 3569, 1899], [3673, 2358, 3319, 1899]]"
P596Fg064_1_P598Fg008_0,P596Fg064_P598Fg008,2,2,1,1,0,"[[False, 0, 5], [False, 0, 6]]","[[500, 0, 0, 1250], [500, 0, 0, 1500]]","[[3984, 2949, 2938, 1865], [3984, 2949, 2688, 1865]]"
P596Fg071_1_P597Fg020_0,P596Fg071_P597Fg020,1,1,1,0,0,"[[False, 0, 1]]","[[500, 0, 0, 250]]","[[3995, 2871, 3367, 1901]]"
P589Fg007_1_P590Fg030_1,P589Fg007_P590Fg030,3,1,1,0,0,"[[True, 1, 5]]","[[1000, 250, 1250, 1250]]","[[3816, 3031, 2920, 2905]]"
P596Fg003_1_P597Fg025_0,P596Fg003_P597Fg025,1,1,0,0,0,"[[False, 0, 2]]","[[1000, 0, 0, 500]]","[[4000, 2773, 3597, 2210]]"
P596Fg054_1_P597Fg025_0,P596Fg054_P597Fg025,2,2,2,1,0,"[[False, 0, 1], [False, 0, 2]]","[[500, 0, 0, 250], [500, 0, 0, 500]]","[[4127, 2748, 3847, 2210], [4127, 2748, 3597, 2210]]"
P596Fg021_1_P597Fg058_0,P596Fg021_P597Fg058,1,1,1,0,0,"[[False, 1, 0]]","[[500, 250, 0, 0]]","[[3632, 2391, 3425, 2064]]"
P589Fg003_1_P598Fg006_0,P589Fg003_P598Fg006,4,1,0,0,0,"[[False, 2, 1]]","[[2750, 500, 0, 250]]","[[3705, 4011, 3870, 1816]]"
P589Fg010_1_P597Fg010_0,P589Fg010_P597Fg010,2,2,1,0,0,"[[False, 1, 0], [False, 3, 0]]","[[750, 250, 0, 0], [750, 750, 0, 0]]","[[3974, 2859, 3767, 1860], [3474, 2859, 3767, 1860]]"
P589Fg003_1_P597Fg003_0,P589Fg003_P597Fg003,12,8,6,3,0,"[[False, 1, 0], [False, 1, 2], [False, 2, 0], [False, 2, 1], [False, 2, 2], [False, 3, 2], [False, 4, 0], [False, 4, 2]]","[[2750, 250, 0, 0], [2750, 250, 0, 500], [2750, 500, 0, 0], [2750, 500, 0, 250], [2750, 500, 0, 500], [2750, 750, 0, 500], [2750, 1000, 0, 0], [2750, 1000, 0, 500]]","[[3955, 4011, 3998, 2204], [3955, 4011, 3498, 2204], [3705, 4011, 3998, 2204], [3705, 4011, 3748, 2204], [3705, 4011, 3498, 2204], [3455, 4011, 3498, 2204], [3205, 4011, 3998, 2204], [3205, 4011, 3498, 2204]]"
P596Fg062_1_P597Fg011_0,P596Fg062_P597Fg011,1,1,1,0,0,"[[False, 0, 0]]","[[750, 0, 0, 0]]","[[3782, 2792, 3604, 2047]]"
P589Fg001_1_P593Fg015_0,P589Fg001_P593Fg015,3,2,1,1,0,"[[False, 2, 3], [False, 3, 3]]","[[1000, 500, 0, 750], [1000, 750, 0, 750]]","[[3565, 2952, 3265, 2542], [3315, 2952, 3265, 2542]]"
P596Fg002_1_P598Fg014_0,P596Fg002_P598Fg014,1,1,1,0,0,"[[False, 0, 1]]","[[500, 0, 0, 250]]","[[3703, 2675, 3153, 1797]]"
P596Fg027_1_P598Fg035_1,P596Fg027_P598Fg035,2,2,2,1,0,"[[True, 0, 2], [True, 0, 1]]","[[500, 0, 1250, 250], [500, 0, 1250, 500]]","[[3633, 2246, 3752, 2917], [3633, 2246, 3502, 2917]]"
P589Fg004_1_P597Fg060_0,P589Fg004_P597Fg060,4,2,0,0,0,"[[False, 3, 0], [False, 3, 2]]","[[2750, 750, 0, 0], [2750, 750, 0, 500]]","[[3429, 3968, 3770, 2373], [3429, 3968, 3270, 2373]]"
P596Fg068_1_P598Fg032_0,P596Fg068_P598Fg032,1,1,1,0,0,"[[False, 0, 1]]","[[250, 0, 0, 250]]","[[3982, 2466, 3497, 1641]]"
P596Fg024_1_P597Fg047_1,P596Fg024_P597Fg047,1,1,1,0,0,"[[True, 0, 0]]","[[500, 0, 1000, 0]]","[[3858, 2526, 3691, 2794]]"
P596Fg018_1_P597Fg070_1,P596Fg018_P597Fg070,1,1,1,0,0,"[[True, 0, 1]]","[[500, 0, 1000, 250]]","[[3797, 2522, 3422, 2629]]"
P596Fg040_1_P598Fg021_0,P596Fg040_P598Fg021,1,1,1,0,0,"[[False, 1, 1]]","[[500, 250, 0, 250]]","[[3672, 2316, 3306, 1787]]"
P589Fg012_1_P597Fg053_1,P589Fg012_P597Fg053,5,5,5,4,0,"[[True, 0, 1], [True, 1, 1], [True, 2, 1], [True, 3, 1], [True, 4, 1]]","[[1250, 0, 750, 250], [1250, 250, 750, 250], [1250, 500, 750, 250], [1250, 750, 750, 250], [1250, 1000, 750, 250]]","[[4150, 3044, 3219, 3001], [3900, 3044, 3219, 3001], [3650, 3044, 3219, 3001], [3400, 3044, 3219, 3001], [3150, 3044, 3219, 3001]]"
P596Fg008_1_P597Fg020_0,P596Fg008_P597Fg020,1,1,1,0,0,"[[False, 0, 1]]","[[500, 0, 0, 250]]","[[3841, 2787, 3367, 1901]]"
P596Fg021_1_P597Fg043_1,P596Fg021_P597Fg043,1,1,1,0,0,"[[True, 1, 1]]","[[500, 250, 750, 250]]","[[3632, 2391, 3470, 2958]]"
P596Fg070_1_P597Fg061_0,P596Fg070_P597Fg061,1,1,1,0,0,"[[False, 0, 0]]","[[500, 0, 0, 0]]","[[3973, 2727, 3963, 2070]]"
P589Fg011_1_P597Fg061_0,P589Fg011_P597Fg061,3,3,3,2,0,"[[False, 0, 0], [False, 1, 0], [False, 2, 0]]","[[750, 0, 0, 0], [750, 250, 0, 0], [750, 500, 0, 0]]","[[4250, 2932, 3963, 2070], [4000, 2932, 3963, 2070], [3750, 2932, 3963, 2070]]"
P596Fg033_1_P597Fg003_1,P596Fg033_P597Fg003,1,1,1,0,0,"[[True, 0, 1]]","[[500, 0, 750, 250]]","[[3766, 2299, 3748, 2954]]"
P596Fg028_1_P597Fg044_1,P596Fg028_P597Fg044,1,1,1,0,0,"[[True, 0, 0]]","[[500, 0, 500, 0]]","[[3649, 2323, 3606, 2554]]"
P596Fg006_1_P597Fg047_1,P596Fg006_P597Fg047,1,1,1,0,0,"[[True, 0, 0]]","[[750, 0, 1000, 0]]","[[4025, 2972, 3691, 2794]]"
P596Fg018_1_P598Fg032_0,P596Fg018_P598Fg032,1,1,1,0,0,"[[False, 0, 1]]","[[500, 0, 0, 250]]","[[3797, 2522, 3497, 1641]]"
P596Fg023_0_P598Fg009_1,P596Fg023_P598Fg009,1,1,0,0,0,"[[False, 0, 6]]","[[0, 0, 1000, 1500]]","[[3793, 1723, 3249, 2644]]"
P596Fg013_1_P597Fg067_0,P596Fg013_P597Fg067,1,1,1,0,0,"[[False, 1, 1]]","[[750, 250, 0, 250]]","[[4158, 2865, 3435, 2354]]"
P596Fg027_1_P598Fg008_0,P596Fg027_P598Fg008,2,2,1,1,0,"[[False, 0, 5], [False, 0, 6]]","[[500, 0, 0, 1250], [500, 0, 0, 1500]]","[[3633, 2246, 2938, 1865], [3633, 2246, 2688, 1865]]"
P596Fg019_1_P597Fg044_1,P596Fg019_P597Fg044,1,1,1,0,0,"[[True, 0, 0]]","[[750, 0, 500, 0]]","[[3650, 2657, 3606, 2554]]"
P596Fg001_1_P596Fg085_1,P596Fg001_P596Fg085,2,2,2,1,0,"[[True, 0, 0], [True, 1, 0]]","[[500, 0, 250, 0], [500, 250, 250, 0]]","[[3955, 1878, 3960, 2631], [3955, 2128, 3960, 2631]]"
P589Fg007_1_P597Fg068_0,P589Fg007_P597Fg068,2,2,2,1,0,"[[False, 0, 0], [False, 1, 0]]","[[1000, 0, 0, 0], [1000, 250, 0, 0]]","[[4066, 3031, 3576, 2162], [3816, 3031, 3576, 2162]]"
P596Fg012_1_P598Fg021_0,P596Fg012_P598Fg021,2,2,2,1,0,"[[False, 0, 1], [False, 1, 1]]","[[750, 0, 0, 250], [750, 250, 0, 250]]","[[4086, 2671, 3306, 1787], [3836, 2671, 3306, 1787]]"
P596Fg051_1_P598Fg016_0,P596Fg051_P598Fg016,1,1,1,0,0,"[[False, 0, 0]]","[[1000, 0, 0, 0]]","[[3794, 2742, 3644, 1758]]"
P589Fg006_1_P597Fg053_1,P589Fg006_P597Fg053,10,10,10,11,2,"[[True, 0, 1], [True, 1, 1], [True, 2, 1], [True, 2, 0], [True, 3, 1], [True, 4, 1], [True, 4, 0], [True, 5, 1], [True, 6, 1], [True, 7, 1]]","[[3750, 0, 750, 250], [3750, 250, 750, 250], [3750, 500, 750, 0], [3750, 500, 750, 250], [3750, 750, 750, 250], [3750, 1000, 750, 0], [3750, 1000, 750, 250], [3750, 1250, 750, 250], [3750, 1500, 750, 250], [3750, 1750, 750, 250]]","[[5057, 1763, 3219, 3001], [5057, 2013, 3219, 3001], [5057, 2263, 3469, 3001], [5057, 2263, 3219, 3001], [5057, 2513, 3219, 3001], [5057, 2763, 3469, 3001], [5057, 2763, 3219, 3001], [5057, 3013, 3219, 3001], [5057, 3263, 3219, 3001], [5057, 3513, 3219, 3001]]"
P589Fg003_1_P597Fg058_1,P589Fg003_P597Fg058,5,3,2,1,0,"[[True, 1, 0], [True, 2, 0], [True, 4, 0]]","[[2750, 250, 500, 0], [2750, 500, 500, 0], [2750, 1000, 500, 0]]","[[3955, 4011, 3425, 2564], [3705, 4011, 3425, 2564], [3205, 4011, 3425, 2564]]"
P589Fg011_1_P597Fg020_0,P589Fg011_P597Fg020,6,4,4,3,0,"[[False, 0, 1], [False, 1, 1], [False, 2, 1], [False, 3, 1]]","[[750, 0, 0, 250], [750, 250, 0, 250], [750, 500, 0, 250], [750, 750, 0, 250]]","[[4250, 2932, 3367, 1901], [4000, 2932, 3367, 1901], [3750, 2932, 3367, 1901], [3500, 2932, 3367, 1901]]"
P596Fg009_1_P597Fg043_1,P596Fg009_P597Fg043,1,1,1,0,0,"[[True, 0, 1]]","[[250, 0, 750, 250]]","[[3867, 2519, 3470, 2958]]"
P596Fg009_1_P598Fg004_0,P596Fg009_P598Fg004,2,2,2,1,0,"[[False, 0, 1], [False, 0, 2]]","[[250, 0, 0, 250], [250, 0, 0, 500]]","[[3867, 2519, 3452, 1599], [3867, 2519, 3202, 1599]]"
P596Fg027_1_P596Fg055_1,P596Fg027_P596Fg055,1,1,1,0,0,"[[True, 0, 1]]","[[500, 0, 250, 250]]","[[3633, 2246, 3901, 2667]]"
P596Fg029_1_P598Fg005_0,P596Fg029_P598Fg005,1,1,0,0,0,"[[False, 0, 3]]","[[250, 0, 0, 750]]","[[3901, 2090, 3268, 1563]]"
P596Fg019_0_P598Fg009_1,P596Fg019_P598Fg009,1,1,0,0,0,"[[False, 0, 6]]","[[0, 0, 1000, 1500]]","[[3650, 1907, 3249, 2644]]"
P596Fg010_1_P597Fg047_1,P596Fg010_P597Fg047,1,1,1,0,0,"[[True, 0, 0]]","[[500, 0, 1000, 0]]","[[3799, 2725, 3691, 2794]]"
P596Fg002_1_P597Fg060_1,P596Fg002_P597Fg060,3,1,1,0,0,"[[True, 0, 0]]","[[500, 0, 250, 0]]","[[3703, 2675, 3770, 2623]]"
P596Fg068_1_P598Fg023_0,P596Fg068_P598Fg023,1,1,1,0,0,"[[False, 0, 0]]","[[250, 0, 0, 0]]","[[3982, 2466, 3350, 1729]]"
P596Fg071_1_P598Fg005_0,P596Fg071_P598Fg005,1,1,0,0,0,"[[False, 0, 3]]","[[500, 0, 0, 750]]","[[3995, 2871, 3268, 1563]]"
P596Fg002_1_P597Fg046_1,P596Fg002_P597Fg046,1,1,1,0,0,"[[True, 0, 1]]","[[500, 0, 500, 250]]","[[3703, 2675, 3460, 2481]]"
P589Fg004_1_P596Fg067_1,P589Fg004_P596Fg067,1,1,0,0,0,"[[True, 3, 0]]","[[2750, 750, 500, 0]]","[[3429, 3968, 3981, 2332]]"
P589Fg001_1_P597Fg023_1,P589Fg001_P597Fg023,12,6,6,1,0,"[[True, 1, 0], [True, 1, 0], [True, 2, 0], [True, 2, 0], [True, 3, 0], [True, 3, 0]]","[[1000, 250, 500, 0], [1000, 500, 500, 0], [1000, 750, 500, 0], [1000, 250, 500, 0], [1000, 500, 500, 0], [1000, 750, 500, 0]]","[[3815, 2952, 3610, 2769], [3565, 2952, 3610, 2769], [3315, 2952, 3610, 2769], [3815, 2952, 3610, 2769], [3565, 2952, 3610, 2769], [3315, 2952, 3610, 2769]]"
P589Fg001_1_P590Fg004_0,P589Fg001_P590Fg004,12,12,12,1,0,"[[False, 1, 0], [False, 1, 0], [False, 1, 1], [False, 1, 1], [False, 2, 0], [False, 2, 0], [False, 2, 1], [False, 2, 1], [False, 3, 0], [False, 3, 0], [False, 3, 1], [False, 3, 1]]","[[1000, 250, 0, 0], [1000, 250, 0, 250], [1000, 500, 0, 0], [1000, 500, 0, 250], [1000, 750, 0, 0], [1000, 750, 0, 250], [1000, 250, 0, 0], [1000, 250, 0, 250], [1000, 500, 0, 0], [1000, 500, 0, 250], [1000, 750, 0, 0], [1000, 750, 0, 250]]","[[3815, 2952, 3830, 1786], [3815, 2952, 3580, 1786], [3565, 2952, 3830, 1786], [3565, 2952, 3580, 1786], [3315, 2952, 3830, 1786], [3315, 2952, 3580, 1786], [3815, 2952, 3830, 1786], [3815, 2952, 3580, 1786], [3565, 2952, 3830, 1786], [3565, 2952, 3580, 1786], [3315, 2952, 3830, 1786], [3315, 2952, 3580, 1786]]"
P596Fg032_1_P598Fg005_0,P596Fg032_P598Fg005,1,1,0,0,0,"[[False, 0, 3]]","[[500, 0, 0, 750]]","[[3748, 2389, 3268, 1563]]"
P596Fg016_1_P597Fg046_1,P596Fg016_P597Fg046,1,1,1,0,0,"[[True, 0, 1]]","[[750, 0, 500, 250]]","[[3507, 2916, 3460, 2481]]"
P589Fg004_0_P596Fg009_1,P589Fg004_P596Fg009,1,1,0,0,0,"[[False, 2, 0]]","[[0, 500, 250, 0]]","[[3679, 1218, 3867, 2519]]"
P589Fg002_1_P590Fg031_1,P589Fg002_P590Fg031,2,2,2,1,0,"[[True, 0, 0], [True, 1, 0]]","[[2500, 0, 1000, 0], [2500, 250, 1000, 0]]","[[4227, 3838, 4180, 2574], [3977, 3838, 4180, 2574]]"
P589Fg002_1_P598Fg023_1,P589Fg002_P598Fg023,6,1,1,0,0,"[[True, 1, 0]]","[[2500, 250, 750, 0]]","[[3977, 3838, 3350, 2479]]"
P589Fg009_1_P597Fg018_1,P589Fg009_P597Fg018,1,1,1,0,0,"[[True, 1, 1]]","[[750, 250, 750, 250]]","[[3583, 2999, 3388, 2861]]"
