fragmanetAndSide,fragment,fragmentTotal,fragmentVote,devideVoteByTotal,fragmentAndSideTotal,fragmentAndSideVote,devideSideVoteBySideTotal,fragmentAndSideTrendVote,devideSideTrendVoteBySideTotal,fragmentAndSideTrendVoteStrict,devideSideTrendVoteStrictBySideTotal,fragmentAndSideTrendVoteSync,devideSideTrendVoteSyncBySideTotal,firstFileName,firstCroppedWidth,firstOffsetX,firstOffsetY,firstHorizontalFlip,secondFileName,secondCroppedWidth,secondOffsetX,secondOffsetY,secondHorizontalFlip,fragmentAndSideTrend,fragmentAndSideCubes,fragmentAndSideDrawRect,fragmentAndSideMatchPoint,origCoordinates,class
PX303Fg006_5X2_1X1_0_PX303Fg006_5X2_2X0_0,PX303Fg006_5X2_1X1_PX303Fg006_5X2_2X0,201,55,0.2736318407960199,32,20,0.625,19,0.59375,38,1.1875,19,0.59375,PX303Fg006_5X2_1X1,0,0,0,0,PX303Fg006_5X2_2X0,0,0,0,0,"[[True, 1, 1], [True, 1, 1], [True, 1, 1], [True, 2, 1], [True, 2, 1], [True, 2, 1], [True, 2, 1], [True, 2, 1], [True, 3, 1], [True, 3, 1], [True, 3, 1], [True, 3, 1], [True, 3, 1], [True, 4, 1], [True, 4, 1], [True, 4, 1], [True, 4, 1], [True, 4, 1], [True, 5, 1], [True, 7, 1]]","[[50, 650, 50, 250], [50, 1800, 50, 250], [50, 900, 50, 250], [50, 350, 50, 250], [50, 700, 50, 250], [50, 1150, 50, 250], [50, 1050, 50, 250], [50, 950, 50, 250], [50, 500, 50, 250], [50, 550, 50, 250], [50, 1250, 50, 250], [50, 400, 50, 250], [50, 1000, 50, 250], [50, 600, 50, 250], [50, 800, 50, 250], [50, 850, 50, 250], [50, 1100, 50, 250], [50, 1200, 50, 250], [50, 750, 50, 250], [50, 450, 50, 250]]","[[300, 325, 400, 475], [300, 1475, 400, 1625], [300, 575, 400, 725], [300, 25, 400, 175], [300, 375, 400, 525], [300, 825, 400, 975], [300, 725, 400, 875], [300, 625, 400, 775], [300, 175, 400, 325], [300, 225, 400, 375], [300, 925, 400, 1075], [300, 75, 400, 225], [300, 675, 400, 825], [300, 275, 400, 425], [300, 475, 400, 625], [300, 525, 400, 675], [300, 775, 400, 925], [300, 875, 400, 1025], [300, 425, 400, 575], [300, 125, 400, 275]]","[[350, 400], [350, 1550], [350, 650], [350, 100], [350, 450], [350, 900], [350, 800], [350, 700], [350, 250], [350, 300], [350, 1000], [350, 150], [350, 750], [350, 350], [350, 550], [350, 600], [350, 850], [350, 950], [350, 500], [350, 200]]",[],0
PX303Fg006_7X3_1X0_1_PX303Fg006_7X3_5X0_1,PX303Fg006_7X3_1X0_PX303Fg006_7X3_5X0,176,32,0.18181818181818182,50,0,0.0,0,0.0,0,0.0,0,0.0,PX303Fg006_7X3_1X0,0,0,0,0,PX303Fg006_7X3_5X0,0,0,0,0,[],[],[],[],[],0
PX303Fg006_5X3_2X1_1_PX303Fg006_5X3_3X2_1,PX303Fg006_5X3_2X1_PX303Fg006_5X3_3X2,208,40,0.19230769230769232,52,12,0.23076923076923078,12,0.23076923076923078,0,0.0,0,0.0,PX303Fg006_5X3_2X1,0,0,0,0,PX303Fg006_5X3_3X2,0,0,0,0,"[[False, 0, 1], [False, 0, 1], [False, 0, 1], [False, 0, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 2, 1], [False, 2, 1], [False, 2, 1], [False, 3, 1]]","[[1151, 450, 818, 250], [1151, 0, 818, 250], [1151, 50, 818, 250], [1151, 100, 818, 250], [1151, 300, 818, 250], [1151, 550, 818, 250], [1151, 250, 818, 250], [1151, 700, 818, 250], [1151, 200, 818, 250], [1151, 500, 818, 250], [1151, 800, 818, 250], [1151, 400, 818, 250]]","[[1401, 125, 1501, 275], [1401, -325, 1501, -175], [1401, -275, 1501, -125], [1401, -225, 1501, -75], [1401, -25, 1501, 125], [1401, 225, 1501, 375], [1401, -75, 1501, 75], [1401, 375, 1501, 525], [1401, -125, 1501, 25], [1401, 175, 1501, 325], [1401, 475, 1501, 625], [1401, 75, 1501, 225]]","[[1451, 200], [1451, -250], [1451, -200], [1451, -150], [1451, 50], [1451, 300], [1451, 0], [1451, 450], [1451, -50], [1451, 250], [1451, 550], [1451, 150]]",[],0
PX303Fg006_7X3_4X2_1_PX303Fg006_7X3_6X0_0,PX303Fg006_7X3_4X2_PX303Fg006_7X3_6X0,172,65,0.37790697674418605,48,34,0.7083333333333334,34,0.7083333333333334,54,1.125,27,0.5625,PX303Fg006_7X3_4X2,0,0,0,0,PX303Fg006_7X3_6X0,0,0,0,0,"[[False, 1, 0], [False, 1, 0], [False, 1, 0], [False, 1, 0], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 1], [False, 2, 1], [False, 2, 1], [False, 2, 1], [False, 2, 1], [False, 3, 0], [False, 3, 0], [False, 3, 0], [False, 3, 0], [False, 3, 0], [False, 3, 1], [False, 3, 1], [False, 3, 1], [False, 3, 1], [False, 4, 0], [False, 4, 0], [False, 4, 0], [False, 4, 0], [False, 4, 1], [False, 4, 1], [False, 4, 1], [False, 4, 1]]","[[676, 1000, 50, 250], [676, 1050, 50, 250], [676, 1050, 50, 0], [676, 250, 50, 0], [676, 1100, 50, 250], [676, 300, 50, 0], [676, 600, 50, 250], [676, 900, 50, 0], [676, 550, 50, 250], [676, 900, 50, 250], [676, 1000, 50, 0], [676, 650, 50, 250], [676, 700, 50, 250], [676, 850, 50, 250], [676, 450, 50, 0], [676, 950, 50, 250], [676, 1150, 50, 250], [676, 300, 50, 250], [676, 350, 50, 0], [676, 700, 50, 0], [676, 500, 50, 0], [676, 800, 50, 0], [676, 850, 50, 0], [676, 950, 50, 0], [676, 500, 50, 250], [676, 600, 50, 0], [676, 250, 50, 250], [676, 650, 50, 0], [676, 550, 50, 0], [676, 750, 50, 250], [676, 1150, 50, 0], [676, 350, 50, 250], [676, 750, 50, 0], [676, 1100, 50, 0]]","[[926, 675, 1026, 825], [926, 725, 1026, 875], [926, 975, 1026, 1125], [926, 175, 1026, 325], [926, 775, 1026, 925], [926, 225, 1026, 375], [926, 275, 1026, 425], [926, 825, 1026, 975], [926, 225, 1026, 375], [926, 575, 1026, 725], [926, 925, 1026, 1075], [926, 325, 1026, 475], [926, 375, 1026, 525], [926, 525, 1026, 675], [926, 375, 1026, 525], [926, 625, 1026, 775], [926, 825, 1026, 975], [926, -25, 1026, 125], [926, 275, 1026, 425], [926, 625, 1026, 775], [926, 425, 1026, 575], [926, 725, 1026, 875], [926, 775, 1026, 925], [926, 875, 1026, 1025], [926, 175, 1026, 325], [926, 525, 1026, 675], [926, -75, 1026, 75], [926, 575, 1026, 725], [926, 475, 1026, 625], [926, 425, 1026, 575], [926, 1075, 1026, 1225], [926, 25, 1026, 175], [926, 675, 1026, 825], [926, 1025, 1026, 1175]]","[[976, 750], [976, 800], [976, 1050], [976, 250], [976, 850], [976, 300], [976, 350], [976, 900], [976, 300], [976, 650], [976, 1000], [976, 400], [976, 450], [976, 600], [976, 450], [976, 700], [976, 900], [976, 50], [976, 350], [976, 700], [976, 500], [976, 800], [976, 850], [976, 950], [976, 250], [976, 600], [976, 0], [976, 650], [976, 550], [976, 500], [976, 1150], [976, 100], [976, 750], [976, 1100]]",[],0
PX303Fg006_4X3_1X2_1_PX303Fg006_4X3_3X1_1,PX303Fg006_4X3_1X2_PX303Fg006_4X3_3X1,192,69,0.359375,44,22,0.5,22,0.5,18,0.4090909090909091,9,0.20454545454545456,PX303Fg006_4X3_1X2,0,0,0,0,PX303Fg006_4X3_3X1,0,0,0,0,"[[False, 0, 1], [False, 0, 1], [False, 0, 1], [False, 0, 1], [False, 0, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 2, 1], [False, 2, 1], [False, 2, 1], [False, 2, 1], [False, 2, 1], [False, 3, 1], [False, 3, 1], [False, 3, 1], [False, 3, 1], [False, 3, 1], [False, 4, 1], [False, 4, 1]]","[[851, 800, 1094, 250], [851, 450, 1094, 250], [851, 850, 1094, 250], [851, 1050, 1094, 250], [851, 400, 1094, 250], [851, 600, 1094, 250], [851, 100, 1094, 250], [851, 550, 1094, 250], [851, 150, 1094, 250], [851, 300, 1094, 250], [851, 900, 1094, 250], [851, 50, 1094, 250], [851, 250, 1094, 250], [851, 1000, 1094, 250], [851, 950, 1094, 250], [851, 0, 1094, 250], [851, 350, 1094, 250], [851, 750, 1094, 250], [851, 700, 1094, 250], [851, 200, 1094, 250], [851, 650, 1094, 250], [851, 500, 1094, 250]]","[[1101, 475, 1201, 625], [1101, 125, 1201, 275], [1101, 525, 1201, 675], [1101, 725, 1201, 875], [1101, 75, 1201, 225], [1101, 275, 1201, 425], [1101, -225, 1201, -75], [1101, 225, 1201, 375], [1101, -175, 1201, -25], [1101, -25, 1201, 125], [1101, 575, 1201, 725], [1101, -275, 1201, -125], [1101, -75, 1201, 75], [1101, 675, 1201, 825], [1101, 625, 1201, 775], [1101, -325, 1201, -175], [1101, 25, 1201, 175], [1101, 425, 1201, 575], [1101, 375, 1201, 525], [1101, -125, 1201, 25], [1101, 325, 1201, 475], [1101, 175, 1201, 325]]","[[1151, 550], [1151, 200], [1151, 600], [1151, 800], [1151, 150], [1151, 350], [1151, -150], [1151, 300], [1151, -100], [1151, 50], [1151, 650], [1151, -200], [1151, 0], [1151, 750], [1151, 700], [1151, -250], [1151, 100], [1151, 500], [1151, 450], [1151, -50], [1151, 400], [1151, 250]]",[],0
PX303Fg006_7X3_0X1_1_PX303Fg006_7X3_6X1_1,PX303Fg006_7X3_0X1_PX303Fg006_7X3_6X1,92,35,0.3804347826086957,22,9,0.4090909090909091,8,0.36363636363636365,8,0.36363636363636365,4,0.18181818181818182,PX303Fg006_7X3_0X1,0,0,0,0,PX303Fg006_7X3_6X1,0,0,0,0,"[[True, 0, 1], [True, 1, 1], [True, 1, 1], [True, 1, 1], [True, 1, 1], [True, 1, 1], [True, 2, 1], [True, 2, 1], [True, 4, 1]]","[[612, 300, 557, 250], [612, 1150, 557, 250], [612, 250, 557, 250], [612, 200, 557, 250], [612, 550, 557, 250], [612, 400, 557, 250], [612, 500, 557, 250], [612, 350, 557, 250], [612, 450, 557, 250]]","[[862, -25, 962, 125], [862, 825, 962, 975], [862, -75, 962, 75], [862, -125, 962, 25], [862, 225, 962, 375], [862, 75, 962, 225], [862, 175, 962, 325], [862, 25, 962, 175], [862, 125, 962, 275]]","[[912, 50], [912, 900], [912, 0], [912, -50], [912, 300], [912, 150], [912, 250], [912, 100], [912, 200]]",[],0
PX303Fg006_6X3_1X2_1_PX303Fg006_6X3_2X2_0,PX303Fg006_6X3_1X2_PX303Fg006_6X3_2X2,184,88,0.4782608695652174,64,64,1.0,62,0.96875,74,1.15625,37,0.578125,PX303Fg006_6X3_1X2,0,0,0,0,PX303Fg006_6X3_2X2,0,0,0,0,"[[False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 1], [False, 0, 1], [False, 0, 1], [False, 0, 1], [False, 0, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 2], [False, 2, 1], [False, 2, 1], [False, 2, 1], [False, 2, 1], [False, 2, 1], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 2], [False, 2, 3], [False, 3, 1], [False, 3, 1], [False, 3, 1], [False, 3, 1], [False, 3, 1], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 3], [False, 3, 4], [False, 4, 1], [False, 4, 1], [False, 4, 1], [False, 4, 1], [False, 4, 4], [False, 4, 4], [False, 4, 4], [False, 4, 4], [False, 4, 4], [False, 4, 4], [False, 4, 4]]","[[780, 650, 50, 700], [780, 150, 50, 200], [780, 650, 50, 650], [780, 200, 50, 200], [780, 300, 50, 350], [780, 950, 50, 1000], [780, 700, 50, 750], [780, 450, 50, 450], [780, 1050, 50, 1050], [780, 100, 50, 250], [780, 750, 50, 250], [780, 750, 50, 750], [780, 850, 50, 250], [780, 1150, 50, 1150], [780, 700, 50, 700], [780, 1050, 50, 250], [780, 750, 50, 800], [780, 800, 50, 250], [780, 1000, 50, 1000], [780, 100, 50, 150], [780, 400, 50, 250], [780, 950, 50, 250], [780, 600, 50, 650], [780, 350, 50, 400], [780, 800, 50, 850], [780, 600, 50, 600], [780, 150, 50, 250], [780, 850, 50, 900], [780, 500, 50, 500], [780, 250, 50, 300], [780, 450, 50, 500], [780, 1050, 50, 1100], [780, 550, 50, 600], [780, 250, 50, 250], [780, 700, 50, 250], [780, 400, 50, 400], [780, 850, 50, 850], [780, 1000, 50, 250], [780, 1150, 50, 250], [780, 50, 50, 250], [780, 300, 50, 250], [780, 900, 50, 900], [780, 900, 50, 950], [780, 550, 50, 550], [780, 500, 50, 250], [780, 350, 50, 250], [780, 400, 50, 450], [780, 900, 50, 250], [780, 350, 50, 350], [780, 300, 50, 300], [780, 150, 50, 150], [780, 200, 50, 250], [780, 1100, 50, 1150], [780, 450, 50, 250], [780, 650, 50, 250], [780, 1000, 50, 1050], [780, 800, 50, 800], [780, 1100, 50, 1100], [780, 0, 50, 250], [780, 600, 50, 250], [780, 500, 50, 550], [780, 950, 50, 950], [780, 550, 50, 250], [780, 1100, 50, 250]]","[[1030, -125, 1130, 25], [1030, -125, 1130, 25], [1030, -75, 1130, 75], [1030, -75, 1130, 75], [1030, -125, 1130, 25], [1030, -125, 1130, 25], [1030, -125, 1130, 25], [1030, -75, 1130, 75], [1030, -75, 1130, 75], [1030, -225, 1130, -75], [1030, 425, 1130, 575], [1030, -75, 1130, 75], [1030, 525, 1130, 675], [1030, -75, 1130, 75], [1030, -75, 1130, 75], [1030, 725, 1130, 875], [1030, -125, 1130, 25], [1030, 475, 1130, 625], [1030, -75, 1130, 75], [1030, -125, 1130, 25], [1030, 75, 1130, 225], [1030, 625, 1130, 775], [1030, -125, 1130, 25], [1030, -125, 1130, 25], [1030, -125, 1130, 25], [1030, -75, 1130, 75], [1030, -175, 1130, -25], [1030, -125, 1130, 25], [1030, -75, 1130, 75], [1030, -125, 1130, 25], [1030, -125, 1130, 25], [1030, -125, 1130, 25], [1030, -125, 1130, 25], [1030, -75, 1130, 75], [1030, 375, 1130, 525], [1030, -75, 1130, 75], [1030, -75, 1130, 75], [1030, 675, 1130, 825], [1030, 825, 1130, 975], [1030, -275, 1130, -125], [1030, -25, 1130, 125], [1030, -75, 1130, 75], [1030, -125, 1130, 25], [1030, -75, 1130, 75], [1030, 175, 1130, 325], [1030, 25, 1130, 175], [1030, -125, 1130, 25], [1030, 575, 1130, 725], [1030, -75, 1130, 75], [1030, -75, 1130, 75], [1030, -75, 1130, 75], [1030, -125, 1130, 25], [1030, -125, 1130, 25], [1030, 125, 1130, 275], [1030, 325, 1130, 475], [1030, -125, 1130, 25], [1030, -75, 1130, 75], [1030, -75, 1130, 75], [1030, -325, 1130, -175], [1030, 275, 1130, 425], [1030, -125, 1130, 25], [1030, -75, 1130, 75], [1030, 225, 1130, 375], [1030, 775, 1130, 925]]","[[1080, -50], [1080, -50], [1080, 0], [1080, 0], [1080, -50], [1080, -50], [1080, -50], [1080, 0], [1080, 0], [1080, -150], [1080, 500], [1080, 0], [1080, 600], [1080, 0], [1080, 0], [1080, 800], [1080, -50], [1080, 550], [1080, 0], [1080, -50], [1080, 150], [1080, 700], [1080, -50], [1080, -50], [1080, -50], [1080, 0], [1080, -100], [1080, -50], [1080, 0], [1080, -50], [1080, -50], [1080, -50], [1080, -50], [1080, 0], [1080, 450], [1080, 0], [1080, 0], [1080, 750], [1080, 900], [1080, -200], [1080, 50], [1080, 0], [1080, -50], [1080, 0], [1080, 250], [1080, 100], [1080, -50], [1080, 650], [1080, 0], [1080, 0], [1080, 0], [1080, -50], [1080, -50], [1080, 200], [1080, 400], [1080, -50], [1080, 0], [1080, 0], [1080, -250], [1080, 350], [1080, -50], [1080, 0], [1080, 300], [1080, 850]]",[],1
PX303Fg006_6X2_2X1_1_PX303Fg006_6X2_4X0_1,PX303Fg006_6X2_2X1_PX303Fg006_6X2_4X0,260,112,0.4307692307692308,64,8,0.125,8,0.125,14,0.21875,7,0.109375,PX303Fg006_6X2_2X1,0,0,0,0,PX303Fg006_6X2_4X0,0,0,0,0,"[[True, 1, 1], [True, 1, 1], [True, 2, 1], [True, 2, 1], [True, 2, 1], [True, 2, 1], [True, 2, 1], [True, 3, 1]]","[[585, 450, 742, 250], [585, 400, 742, 250], [585, 600, 742, 250], [585, 550, 742, 250], [585, 700, 742, 250], [585, 750, 742, 250], [585, 650, 742, 250], [585, 500, 742, 250]]","[[835, 125, 935, 275], [835, 75, 935, 225], [835, 275, 935, 425], [835, 225, 935, 375], [835, 375, 935, 525], [835, 425, 935, 575], [835, 325, 935, 475], [835, 175, 935, 325]]","[[885, 200], [885, 150], [885, 350], [885, 300], [885, 450], [885, 500], [885, 400], [885, 250]]",[],0
PX303Fg006_7X3_0X0_1_PX303Fg006_7X3_3X0_0,PX303Fg006_7X3_0X0_PX303Fg006_7X3_3X0,196,149,0.7602040816326531,50,48,0.96,48,0.96,72,1.44,36,0.72,PX303Fg006_7X3_0X0,0,0,0,0,PX303Fg006_7X3_3X0,0,0,0,0,"[[False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 0], [False, 0, 1], [False, 0, 1], [False, 0, 1], [False, 0, 1], [False, 0, 1], [False, 1, 0], [False, 1, 0], [False, 1, 0], [False, 1, 0], [False, 1, 0], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 0], [False, 2, 1], [False, 2, 1], [False, 2, 1], [False, 2, 1], [False, 3, 0], [False, 3, 0], [False, 3, 0], [False, 3, 0], [False, 3, 0], [False, 3, 1], [False, 3, 1], [False, 3, 1], [False, 3, 1], [False, 3, 1], [False, 4, 0], [False, 4, 0], [False, 4, 0], [False, 4, 0], [False, 4, 1], [False, 4, 1], [False, 4, 1], [False, 4, 1], [False, 4, 1]]","[[542, 400, 50, 0], [542, 950, 50, 0], [542, 900, 50, 0], [542, 350, 50, 0], [542, 800, 50, 250], [542, 1000, 50, 250], [542, 750, 50, 250], [542, 200, 50, 0], [542, 450, 50, 0], [542, 400, 50, 250], [542, 450, 50, 250], [542, 1000, 50, 0], [542, 50, 50, 250], [542, 550, 50, 250], [542, 700, 50, 0], [542, 850, 50, 250], [542, 350, 50, 250], [542, 100, 50, 250], [542, 150, 50, 250], [542, 500, 50, 250], [542, 1050, 50, 0], [542, 200, 50, 250], [542, 650, 50, 250], [542, 850, 50, 0], [542, 650, 50, 0], [542, 550, 50, 0], [542, 500, 50, 0], [542, 600, 50, 0], [542, 300, 50, 0], [542, 1150, 50, 0], [542, 300, 50, 250], [542, 1200, 50, 250], [542, 0, 50, 0], [542, 1100, 50, 0], [542, 250, 50, 0], [542, 100, 50, 0], [542, 700, 50, 250], [542, 900, 50, 250], [542, 950, 50, 250], [542, 1050, 50, 250], [542, 250, 50, 250], [542, 1100, 50, 250], [542, 50, 50, 0], [542, 800, 50, 0], [542, 1150, 50, 250], [542, 150, 50, 0], [542, 750, 50, 0], [542, 0, 50, 250]]","[[792, 325, 892, 475], [792, 875, 892, 1025], [792, 825, 892, 975], [792, 275, 892, 425], [792, 475, 892, 625], [792, 675, 892, 825], [792, 425, 892, 575], [792, 125, 892, 275], [792, 375, 892, 525], [792, 75, 892, 225], [792, 125, 892, 275], [792, 925, 892, 1075], [792, -275, 892, -125], [792, 225, 892, 375], [792, 625, 892, 775], [792, 525, 892, 675], [792, 25, 892, 175], [792, -225, 892, -75], [792, -175, 892, -25], [792, 175, 892, 325], [792, 975, 892, 1125], [792, -125, 892, 25], [792, 325, 892, 475], [792, 775, 892, 925], [792, 575, 892, 725], [792, 475, 892, 625], [792, 425, 892, 575], [792, 525, 892, 675], [792, 225, 892, 375], [792, 1075, 892, 1225], [792, -25, 892, 125], [792, 875, 892, 1025], [792, -75, 892, 75], [792, 1025, 892, 1175], [792, 175, 892, 325], [792, 25, 892, 175], [792, 375, 892, 525], [792, 575, 892, 725], [792, 625, 892, 775], [792, 725, 892, 875], [792, -75, 892, 75], [792, 775, 892, 925], [792, -25, 892, 125], [792, 725, 892, 875], [792, 825, 892, 975], [792, 75, 892, 225], [792, 675, 892, 825], [792, -325, 892, -175]]","[[842, 400], [842, 950], [842, 900], [842, 350], [842, 550], [842, 750], [842, 500], [842, 200], [842, 450], [842, 150], [842, 200], [842, 1000], [842, -200], [842, 300], [842, 700], [842, 600], [842, 100], [842, -150], [842, -100], [842, 250], [842, 1050], [842, -50], [842, 400], [842, 850], [842, 650], [842, 550], [842, 500], [842, 600], [842, 300], [842, 1150], [842, 50], [842, 950], [842, 0], [842, 1100], [842, 250], [842, 100], [842, 450], [842, 650], [842, 700], [842, 800], [842, 0], [842, 850], [842, 50], [842, 800], [842, 900], [842, 150], [842, 750], [842, -250]]",[],0
PX303Fg006_7X2_3X0_1_PX303Fg006_7X2_5X1_1,PX303Fg006_7X2_3X0_PX303Fg006_7X2_5X1,201,91,0.4527363184079602,80,36,0.45,36,0.45,52,0.65,26,0.325,PX303Fg006_7X2_3X0,0,0,0,0,PX303Fg006_7X2_5X1,0,0,0,0,"[[False, 0, 1], [False, 0, 1], [False, 0, 1], [False, 0, 1], [False, 0, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 2, 1], [False, 2, 1], [False, 2, 1], [False, 2, 1], [False, 2, 1], [False, 3, 1], [False, 3, 1], [False, 3, 1], [False, 3, 1], [False, 4, 1], [False, 4, 1], [False, 5, 1], [False, 5, 1], [False, 5, 1], [False, 5, 1], [False, 5, 1], [False, 6, 1], [False, 6, 1], [False, 6, 1], [False, 6, 1], [False, 6, 1], [False, 7, 1], [False, 7, 1], [False, 7, 1], [False, 7, 1], [False, 7, 1]]","[[660, 700, 497, 250], [660, 1400, 497, 250], [660, 300, 497, 250], [660, 800, 497, 250], [660, 200, 497, 250], [660, 1300, 497, 250], [660, 150, 497, 250], [660, 1350, 497, 250], [660, 1250, 497, 250], [660, 0, 497, 250], [660, 1600, 497, 250], [660, 1650, 497, 250], [660, 450, 497, 250], [660, 650, 497, 250], [660, 1550, 497, 250], [660, 1450, 497, 250], [660, 100, 497, 250], [660, 900, 497, 250], [660, 850, 497, 250], [660, 1700, 497, 250], [660, 500, 497, 250], [660, 400, 497, 250], [660, 1200, 497, 250], [660, 550, 497, 250], [660, 250, 497, 250], [660, 350, 497, 250], [660, 1850, 497, 250], [660, 1950, 497, 250], [660, 50, 497, 250], [660, 750, 497, 250], [660, 1100, 497, 250], [660, 600, 497, 250], [660, 1900, 497, 250], [660, 1500, 497, 250], [660, 1750, 497, 250], [660, 1800, 497, 250]]","[[910, 375, 1010, 525], [910, 1075, 1010, 1225], [910, -25, 1010, 125], [910, 475, 1010, 625], [910, -125, 1010, 25], [910, 975, 1010, 1125], [910, -175, 1010, -25], [910, 1025, 1010, 1175], [910, 925, 1010, 1075], [910, -325, 1010, -175], [910, 1275, 1010, 1425], [910, 1325, 1010, 1475], [910, 125, 1010, 275], [910, 325, 1010, 475], [910, 1225, 1010, 1375], [910, 1125, 1010, 1275], [910, -225, 1010, -75], [910, 575, 1010, 725], [910, 525, 1010, 675], [910, 1375, 1010, 1525], [910, 175, 1010, 325], [910, 75, 1010, 225], [910, 875, 1010, 1025], [910, 225, 1010, 375], [910, -75, 1010, 75], [910, 25, 1010, 175], [910, 1525, 1010, 1675], [910, 1625, 1010, 1775], [910, -275, 1010, -125], [910, 425, 1010, 575], [910, 775, 1010, 925], [910, 275, 1010, 425], [910, 1575, 1010, 1725], [910, 1175, 1010, 1325], [910, 1425, 1010, 1575], [910, 1475, 1010, 1625]]","[[960, 450], [960, 1150], [960, 50], [960, 550], [960, -50], [960, 1050], [960, -100], [960, 1100], [960, 1000], [960, -250], [960, 1350], [960, 1400], [960, 200], [960, 400], [960, 1300], [960, 1200], [960, -150], [960, 650], [960, 600], [960, 1450], [960, 250], [960, 150], [960, 950], [960, 300], [960, 0], [960, 100], [960, 1600], [960, 1700], [960, -200], [960, 500], [960, 850], [960, 350], [960, 1650], [960, 1250], [960, 1500], [960, 1550]]",[],0
PX303Fg006_7X3_2X2_0_PX303Fg006_7X3_6X0_1,PX303Fg006_7X3_2X2_PX303Fg006_7X3_6X0,180,75,0.4166666666666667,50,0,0.0,0,0.0,0,0.0,0,0.0,PX303Fg006_7X3_2X2,0,0,0,0,PX303Fg006_7X3_6X0,0,0,0,0,[],[],[],[],[],0
PX303Fg006_6X2_1X0_0_PX303Fg006_6X2_2X0_0,PX303Fg006_6X2_1X0_PX303Fg006_6X2_2X0,248,186,0.75,30,10,0.3333333333333333,9,0.3,18,0.6,9,0.3,PX303Fg006_6X2_1X0,0,0,0,0,PX303Fg006_6X2_2X0,0,0,0,0,"[[True, 5, 0], [True, 5, 0], [True, 5, 0], [True, 5, 0], [True, 5, 0], [True, 6, 0], [True, 6, 0], [True, 6, 0], [True, 6, 0], [True, 7, 0]]","[[50, 1650, 50, 0], [50, 1450, 50, 0], [50, 1600, 50, 0], [50, 1500, 50, 0], [50, 1300, 50, 0], [50, 1250, 50, 0], [50, 1400, 50, 0], [50, 1350, 50, 0], [50, 1950, 50, 0], [50, 1550, 50, 0]]","[[300, 1575, 400, 1725], [300, 1375, 400, 1525], [300, 1525, 400, 1675], [300, 1425, 400, 1575], [300, 1225, 400, 1375], [300, 1175, 400, 1325], [300, 1325, 400, 1475], [300, 1275, 400, 1425], [300, 1875, 400, 2025], [300, 1475, 400, 1625]]","[[350, 1650], [350, 1450], [350, 1600], [350, 1500], [350, 1300], [350, 1250], [350, 1400], [350, 1350], [350, 1950], [350, 1550]]",[],0
PX303Fg006_7X3_2X2_1_PX303Fg006_7X3_6X2_1,PX303Fg006_7X3_2X2_PX303Fg006_7X3_6X2,180,28,0.15555555555555556,40,11,0.275,11,0.275,8,0.2,4,0.1,PX303Fg006_7X3_2X2,0,0,0,0,PX303Fg006_7X3_6X2,0,0,0,0,"[[False, 0, 1], [False, 0, 1], [False, 0, 1], [False, 1, 1], [False, 1, 1], [False, 1, 1], [False, 2, 1], [False, 2, 1], [False, 3, 1], [False, 3, 1], [False, 3, 1]]","[[779, 0, 608, 250], [779, 800, 608, 250], [779, 250, 608, 250], [779, 350, 608, 250], [779, 200, 608, 250], [779, 300, 608, 250], [779, 50, 608, 250], [779, 850, 608, 250], [779, 750, 608, 250], [779, 700, 608, 250], [779, 650, 608, 250]]","[[1029, -325, 1129, -175], [1029, 475, 1129, 625], [1029, -75, 1129, 75], [1029, 25, 1129, 175], [1029, -125, 1129, 25], [1029, -25, 1129, 125], [1029, -275, 1129, -125], [1029, 525, 1129, 675], [1029, 425, 1129, 575], [1029, 375, 1129, 525], [1029, 325, 1129, 475]]","[[1079, -250], [1079, 550], [1079, 0], [1079, 100], [1079, -50], [1079, 50], [1079, -200], [1079, 600], [1079, 500], [1079, 450], [1079, 400]]",[],0
